Governor ID,Unnamed: 0,Unnamed: 0.1,Date,Name,ASCII Name,Alliance,Power,Total Kills,Kill Points,T1 Kills,T2 Kills,T3 Kills,T4 Kills,T5 Kills,RSS Assistance,Alliance Helps,Dead Troops,KP By Kills,Kill Points_diff,T1 Kills_diff,T2 Kills_diff,T3 Kills_diff,T4 Kills_diff,T5 Kills_diff,RSS Assistance_diff,Dead Troops_diff,KVK contrib,T4 Kills Contrib,T5 Kills Contrib,Dead Troops Contrib
10918651,60,1795,2022-01-01,Zãnoagã,Zanoaga,#N/A,37650881.0,2782527,14798888,1495241,69166,28422,1079114,172834,7126656481,11692,824308,14798888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1097477,66,1247,2022-01-01,HISPAN0,HISPAN0,IDG4,29936182.0,1114262,7336460,263640,116959,112011,583127,38525,697170273,3909,1970244,7336460.0,0.0,0.0,0.0,0.0,0.0,0.0,6604710.0,0.0,24081,24081,0,0
11075518,72,1735,2022-01-01,The Clownfish,The Clownfish,RK38,74084469.0,41761295,521585021,1383978,1085272,1875753,23669117,13747175,3588158431,15062,5094173,521585021.0,591110.0,1.0,0.0,0.0,2959.0,28076.0,0.0,0.0,4251994,887818,2513100,851076
11328321,78,1506,2022-01-01,Phorak,Phorak,RR38,62255246.0,53643918,704166843,699389,286568,643415,33941075,18073471,6134718533,101689,7777515,704166843.0,18941110.0,6890.0,850.0,1373.0,749556.0,571849.0,0.0,147622.0,10061783,2306855,4234626,3520302
11694371,84,1070,2022-01-01,Big Piens Shake,Big Piens Shake,RA38,73161072.0,198075781,2323708145,7510907,5293058,8868667,125191780,51211369,2782728843,31525,8510024,2323708145.0,59212109.0,7221504.0,5056228.0,8015713.0,102691720.0,51211360.0,0.0,175832.0,28237970,6862636,16532458,4842876
11740217,90,1073,2022-01-01,BigTruck,BigTruck,RR38,80298227.0,103949596,1168104733,5125639,2913236,7415556,63831239,24663926,5212918694,29789,8744028,1168104733.0,22329177.0,42647.0,151030.0,84217.0,1234524.0,466824.0,330820200.0,163196.0,16294454,4480754,5880192,5933508
11749129,96,1831,2022-01-01,mustachride,mustachride,RA38,70605264.0,114670312,1297677258,7009970,3024915,5581656,71317661,27736110,2249898866,116851,10403312,1297677258.0,14624526.0,24539.0,7814.0,415.0,590771.0,434731.0,0.0,199980.0,18685301,7542465,5805764,5337072
1181144,102,1421,2022-01-01,Marsh Farm 1,Marsh Farm 1,RE38,38820466.0,1578121,20966664,2781,0,2217,1050522,522601,4708070512,7795,2545320,20966664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
11904157,108,1596,2022-01-01,RuKh,RuKh,RR38,72267897.0,109257295,984087137,32689137,1687576,1969492,49192561,23718529,2725428887,59775,8147711,984087137.0,35442905.0,1086575.0,76257.0,10014.0,2020008.0,741647.0,0.0,208241.0,24395075,6940693,12545422,4908960
11904784,114,1488,2022-01-01,PERSAIN,PERSAIN,RR38,73438436.0,98785653,1234131802,2138042,515917,1081450,67265832,27784412,2035539131,65558,5660661,1234131802.0,20030861.0,1176.0,3171.0,309236.0,1356412.0,261161.0,45000000.0,118577.0,8369219,1921737,3905498,2541984
11915882,120,1025,2022-01-01,AlphaOmegA,AlphaOmegA,#N/A,58126875.0,41808887,425151210,7837843,2200425,705983,20493386,10571250,2143618424,26730,9782815,425151210.0,13329214.0,1412.0,281.0,0.0,516787.0,408025.0,20000000.0,81164.0,7275480,1937570,3656500,1681410
11963714,126,1494,2022-01-01,PIRATE Zebu,PIRATE Zebu,Ri38,32382089.0,2890685,21457933,90127,816380,221167,1633774,129237,709728618,20727,942037,21457933.0,1238643.0,8014.0,0.0,235.0,23012.0,50299.0,0.0,51339.0,1144354,252498,213592,678264
12168629,132,1482,2022-01-01,OnlyFuzZ,OnlyFuzZ,#N/A,66373074.0,38108323,478952931,678938,439239,2075424,22865747,12048975,2224423770,51891,5629686,478952931.0,31640.0,600000.0,400000.0,2000000.0,20003164.0,12048966.0,69.0,0.0,5875608,787618,2170550,2917440
12168880,138,1728,2022-01-01,Taco Banderas,Taco Banderas,RR38,62519810.0,29366496,341554182,1377783,598725,1269564,18740556,7379868,3700206337,67791,5793956,341554182.0,3087470.0,0.0,0.0,0.0,191267.0,58740.0,113853013.0,0.0,3545968,838510,1828662,878796
12182229,144,1788,2022-01-01,YouGotCrabs,YouGotCrabs,RR38,75962359.0,55994471,722966497,1003707,587369,1266982,34620517,18515896,4288278897,96902,5340366,722966497.0,13835020.0,30269.0,24120.0,7299.0,815571.0,279791.0,276.0,89239.0,8108496,2570424,3355422,2182650
12358600,150,1311,2022-01-01,JēliBēคN,JeliBeคN,RR38,65752228.0,115468708,1240609338,6193012,2864732,4817613,81749620,19843731,4652818590,76074,6448073,1240609338.0,4709600.0,0.0,0.0,0.0,97818.0,186571.0,0.0,70594.0,8312316,1670564,4609234,2032518
12507402,154,4963,2021-12-14,TeeroHPx,TeeroHPx,#N/A,29681342.0,258524,3411143,18,0,0,175898,82608,106349542,10883,2088839,3411143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12529038,160,1772,2022-01-01,Wiggly lou,Wiggly lou,RK38,42633981.0,6793876,81738761,6499,2827,1612,5393340,1389598,2629682930,10169,6280153,81738761.0,116000.0,0.0,0.0,0.0,5452.0,3074.0,85256445.0,0.0,269150,50628,93050,125472
12645110,166,1556,2022-01-01,PʀøHᴀcJJk,PʀoHᴀcJJk,RR38,58340018.0,118495470,1517561312,1034081,319156,526161,81770990,34845082,11888374487,71239,11317695,1517561312.0,34296080.0,14339.0,431.0,0.0,870657.0,1279289.0,0.0,60285.0,23953395,6159281,13544188,4249926
12782581,172,1373,2022-01-01,LionsR0ar,LionsR0ar,Ri38,81564075.0,110423824,1417631550,4795520,1232005,1519504,64940548,37936247,7845415867,101067,9230266,1417631550.0,92867807.0,9464.0,11083.0,1592.0,3671448.0,2806145.0,0.0,307842.0,43869763,13389937,23230512,7249314
12877754,178,1123,2022-01-01,Chapo Taco,Chapo Taco,RR38,88568032.0,130521912,1860924079,1554299,311300,955170,69785292,57915851,12121924564,63960,11185859,1860924079.0,10001908.0,31900.0,8878.0,10953.0,623432.0,184982.0,1.0,98043.0,19997760,4735938,11179056,4082766
12971051,184,1415,2022-01-01,MUshO,MUshO,RK38,65275261.0,64398376,384348813,36796665,606424,205628,16083906,10705753,2797447718,31964,7155262,384348813.0,7413699.0,4434.0,606.0,0.0,357686.0,191737.0,125000000.0,162927.0,8857885,1591683,3113428,4152774
12971479,190,1113,2022-01-01,CallMeTea2,CallMeTea2,RN38,27039468.0,545108,7980555,68865,12405,27298,89802,346738,4184656348,7629,2852521,7980555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42738,5814,0,36924
13371305,196,1189,2022-01-01,Explosive Skull,Explosive Skull,#N/A,62116231.0,30069375,300643615,5969475,843942,198149,16418694,6639115,1871877104,33712,5870432,300643615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639963,64241,575722,0
13373896,202,1754,2022-01-01,User 21,User 21,RK38,69502902.0,43370430,140738564,32700034,559207,39296,6851490,3220403,1697934874,43787,4097718,140738564.0,860250.0,30000000.0,500000.0,30000.0,6015497.0,3220278.0,0.0,0.0,976233,124859,560692,290682
13551576,208,1344,2022-01-01,Lady Manor,Lady Manor,RR38,58444251.0,40753517,492318031,806186,321917,811070,28801820,10012524,6734850776,16567,6617631,492318031.0,4780043.0,6785.0,0.0,14.0,219907.0,128978.0,0.0,63402.0,15313275,3582969,3683112,8047194
13780200,214,1319,2022-01-01,KillerM92,KillerM92,RR38,89627102.0,58069167,657756195,1526697,843807,2692053,41513717,11492893,7803677131,60097,5704316,657756195.0,8043965.0,33176.0,7370.0,0.0,650673.0,75793.0,0.0,77675.0,14099724,5093820,4246530,4759374
13816660,220,1427,2022-01-01,Meowkata,Meowkata,RR38,67739272.0,30344193,394286554,313784,468321,393154,19166414,10002520,3476918748,44877,6624607,394286554.0,5323313.0,13669.0,2503.0,8191.0,276815.0,125733.0,0.0,126718.0,12817219,2026041,4347820,6443358
13816815,226,1597,2022-01-01,RubbMyNuts,RubbMyNuts,RR38,86975474.0,228957748,2805670872,4720510,3107234,7827373,149884981,63417650,9472188155,53158,18588484,2805670872.0,15720305.0,2.0,0.0,34706.0,459424.0,549362.0,0.0,109273.0,31230318,6680922,15419094,9130302
14020401,232,1057,2022-01-01,Bajietong OG,Bajietong OG,RR38,61728123.0,25477513,274616381,4209158,529384,124538,14007103,6607330,3139833990,52895,6439954,274616381.0,5542705.0,3445.0,817.0,1078.0,163939.0,194834.0,0.0,44815.0,10420056,2042114,3829186,4548756
14138612,238,1224,2022-01-01,GGerard,GGerard,RR38,73273910.0,308631552,3452558164,12962443,8117842,11632608,213117362,62801297,20879149200,36150,19324064,3452558164.0,163416629.0,246296.0,50900.0,15155.0,7941473.0,4189511.0,20000000.0,168106.0,49103769,17377167,21075618,10650984
14739629,244,1290,2022-01-01,ItsAki III,ItsAki III,RX38,46801344.0,1693156,15271479,43689,541014,84621,663441,360391,8224872703,13508,982437,15271479.0,587147.0,12437.0,1110.0,0.0,45410.0,6417.0,0.0,21607.0,187886,45410,12834,129642
15038629,250,1282,2022-01-01,Ibn E Ijaz,Ibn E Ijaz,RR38,59320477.0,120532728,1451975273,5047916,2321511,2852932,77129644,33180725,6188982932,105534,9787384,1451975273.0,39713079.0,570062.0,63710.0,42959.0,2549869.0,690056.0,0.0,153786.0,20372809,6431515,8577402,5363892
15114224,255,1499,2022-01-01,PRADA013,PRADA013,#N/A,57963695.0,77924711,620417576,20282922,1042115,3597043,46016403,6986228,10645902447,63991,6395351,620417576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24914,16034,8880,0
15186568,261,1977,2022-01-01,暗 pequod,暗 pequod,RP38,67914066.0,57799970,732276918,1319951,667376,1296899,36482430,18033314,2583988040,78701,7988776,732276918.0,13117360.0,24270.0,57586.0,16806.0,408583.0,442214.0,0.0,125732.0,11144984,2011756,4954036,4179192
1518877,267,1435,2022-01-01,Mini Marsh 02,Mini Marsh 02,RE38,35612607.0,1120626,14177685,145,0,4004,816790,299687,2686530725,6648,1190002,14177685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1519039,273,1434,2022-01-01,Mini Marsh 01,Mini Marsh 01,RE38,36887261.0,2719911,31355002,5640,0,15451,2268433,430387,3848880986,6444,1307702,31355002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15570213,279,1346,2022-01-01,Laffty,Laffty,Ri38,33869770.0,2184365,27038259,61517,44159,100597,1302659,675433,408875771,27811,825516,27038259.0,1118970.0,0.0,0.0,0.0,28091.0,41903.0,0.0,0.0,5890993,1302659,1350866,3237468
15689544,285,1914,2022-01-01,ᵗᵉᵃTime,ᵗᵉaTime,RA38,76734755.0,73223657,607337168,26797990,530699,1435633,29401306,15058029,3938713151,59450,7601179,607337168.0,2438411.0,24841.0,50570.0,6383.0,153381.0,38648.0,0.0,32228.0,20609854,4688158,7266636,8655060
15800654,291,1226,2022-01-01,Gaia Kight Chao,Gaia Kight Chao,Ri38,51974498.0,10607481,112617073,288697,269105,900986,7455668,1693025,17318066771,15029,7587325,112617073.0,7903870.0,148031.0,98803.0,158717.0,428463.0,137858.0,0.0,860313.0,8054624,995340,397094,6662190
15850637,297,1272,2022-01-01,I Am SaltTea,I Am SaltTea,RK38,26445901.0,0,0,0,0,0,0,0,1991500000,2801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15856222,303,1271,2022-01-01,I Am NoTTeA,I Am NoTTeA,RK38,31720820.0,931344,9552541,2339,6935,87751,749918,84401,2873874956,10383,964499,9552541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3416245,637467,4744,2774034
15888946,309,1112,2022-01-01,CallMeTea1,CallMeTea1,RH38,37869083.0,3202435,50435054,301191,492,4238,757340,2139174,6669426149,12598,3566523,50435054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340658,64960,20956,254742
15984647,315,1227,2022-01-01,GangstaAmmye个,GangstaAmmye个,RK38,80853494.0,179771042,2548459371,2457987,584780,1164396,96913695,78650184,7712014559,165565,12629281,2548459371.0,11813403.0,17.0,2273.0,1.0,365337.0,407774.0,0.0,87489.0,26694539,5876233,13075222,7743084
16028895,321,1299,2022-01-01,JaneHunston,JaneHunston,RP38,55867372.0,60852267,452372708,26327670,377007,1361730,21481096,11304764,1687706784,80449,9671421,452372708.0,22738939.0,82395.0,8395.0,23940.0,1109629.0,575681.0,115000000.0,348590.0,10427425,2977451,3226166,4223808
16092334,327,1789,2022-01-01,YouGotNickCrabs,YouGotNickCrabs,[{Hp38]Humble plebeians,25642186.0,1021161,8400976,20843,226110,239677,370474,164057,4991979319,5407,1809204,8400976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16155630,328,4111,2021-12-09,Mjǫlnir,Mjolnir,Rw38,22524956.0,322745,1743980,20560,88697,95401,118087,0,326705964,3544,386286,1743980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1616635,334,1011,2022-01-01,AbbyRigg Hèró,AbbyRigg Hero,RP38,82495521.0,111252154,952233749,42349449,286320,337655,42373400,25905330,5249844836,55573,7536278,952233749.0,26790524.0,292683.0,91809.0,105605.0,2394699.0,108948.0,0.0,366156.0,10483460,3620264,3858930,3004266
16272006,340,1540,2022-01-01,Pirateᴀᴄᴇ,Pirateᴀᴄᴇ,RP38,46886877.0,11736554,133924364,776392,314668,489995,7193021,2962478,941803122,25987,1987347,133924364.0,1843690.0,6760.0,161.0,4.0,141682.0,21259.0,0.0,25273.0,7080139,1919207,2732312,2428620
16353531,346,1289,2022-01-01,ItsAki II,ItsAki II,RX38,46107524.0,6801655,85181048,61663,59468,20570,4823158,1836796,9733412480,18502,5522147,85181048.0,2314542.0,11939.0,1007.0,0.0,178912.0,26051.0,10000000.0,87880.0,3967395,392549,129790,3445056
16508127,352,1090,2022-01-01,Bortron,Bortron,Hp38,26232889.0,809787,12580348,3720,1135,1246,350137,453549,11941167111,3893,1206918,12580348.0,0.0,0.0,0.0,0.0,0.0,0.0,11941167111.0,0.0,0,0,0,0
16512590,358,1067,2022-01-01,BerryMuffins,BerryMuffins,RR38,67903645.0,83048456,1177981367,1057848,382386,997254,43920335,36690633,1742731151,56277,9123755,1177981367.0,41165359.0,28907.0,15226.0,6774.0,1934995.0,1087604.0,0.0,409978.0,23298288,5312892,9277518,8707878
16519446,362,4958,2021-12-14,THUG  القرم,THUG  القرم,RK38,37416915.0,4047842,49517183,65365,1064,9598,2997271,974544,503004477,13313,3205433,49517183.0,4045900.0,0.0,0.0,0.0,210344.0,97123.0,40000000.0,23040.0,617806,285314,194246,138246
16578265,368,1830,2022-01-01,mustachfarm,mustachfarm,Rt38,38524740.0,3029866,36880473,63205,43635,32023,2116759,774244,3976445112,6452,2018463,36880473.0,640571.0,4.0,0.0,0.0,26945.0,18556.0,0.0,63797.0,2682610,192230,485492,2004888
16709976,374,1487,2022-01-01,PALL0,PALL0,RR38,71265022.0,98952649,815815875,30657625,2338465,5156750,43161576,17638233,1377009365,73058,8098761,815815875.0,14117556.0,19068.0,39905.0,16698.0,582672.0,407021.0,0.0,79743.0,12893641,2867305,5237916,4788420
16710828,380,1868,2022-01-01,xBigWoodx,xBigWoodx,RR38,161209792.0,186508303,2253340215,20593295,2006491,2087521,99956143,61864853,4569629633,48140,10157671,2253340215.0,36899100.0,183427.0,42035.0,14641.0,1453188.0,1109395.0,0.0,466885.0,16939852,2611968,7121584,7206300
16759370,386,1507,2022-01-01,PhyxiÂ,PhyxiA,RR38,75456583.0,135217704,1806230161,3352276,1250470,2246494,77329649,51038815,7100797534,91264,18185601,1806230161.0,8937854.0,25970.0,52969.0,6603.0,169995.0,355018.0,69.0,19602.0,23205765,3139091,12321136,7745538
16891821,392,1024,2022-01-01,Alotta Fagina,Alotta Fagina,#N/A,71305225.0,47425209,597708514,629852,120710,485386,32838564,13350697,14458674792,104633,5362569,597708514.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396401,408089,988312,0
16898698,398,1217,2022-01-01,Fr소nchy亗Yeo,Fr소nchy亗Yeo,\-k,26176502.0,813926,9502985,778,0,0,676013,137135,2042102618,9743,1546551,9502985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
16908012,404,1976,2022-01-01,暗 Winter,暗 Winter,RA38,102412019.0,219940743,1518830455,108472149,559674,541932,71349081,39017907,5320303579,82802,15038064,1518830455.0,27995306.0,3481.0,0.0,0.0,1878127.0,460667.0,0.0,68274.0,9571639,3600295,3613716,2357628
16921563,410,1979,2022-01-01,暗丶CaliSham,暗丶CaliSham,RR38,60593723.0,85293244,972423005,10857077,1101616,3974732,43504695,25855124,8001108652,59498,7339368,972423005.0,12115715.0,71483.0,3171.0,59939.0,519928.0,332802.0,5000000.0,56917.0,20060944,4386482,9529802,6144660
17232791,416,1126,2022-01-01,Chob73,Chob73,DK38,26954488.0,987847,2740982,756631,2193,0,199519,29504,3384357522,5021,400596,2740982.0,0.0,0.0,0.0,0.0,0.0,0.0,103292358.0,0.0,0,0,0,0
17256004,422,1303,2022-01-01,Jessy Jr,Jessy Jr,RA38,66586051.0,74049728,628089286,25412911,843016,1273983,31417162,15102656,5316193896,54122,7903197,628089286.0,7750637.0,20145.0,8415.0,15632.0,501305.0,132710.0,0.0,95937.0,9315987,1952841,4162302,3200844
17373071,428,1784,2022-01-01,YSf,YSf,RE38,28874158.0,5780017,25240478,2418644,1535111,386727,865108,574427,12887176579,11201,4079829,25240478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17376374,434,1973,2022-01-01,暗 Moises P,暗 Moises P,RR38,89122802.0,85200440,902028561,10015369,1317524,3024275,53157210,17686062,2858204527,59576,5479726,902028561.0,18956389.0,184946.0,37604.0,46333.0,1315676.0,275105.0,0.0,8572.0,8905973,3062921,3410448,2432604
17413785,440,1975,2022-01-01,暗 Toxic Arrow,暗 Toxic Arrow,RR38,83625948.0,175801189,2295940372,3731071,1230353,3709853,106470420,60659492,3755654056,52888,15968581,2295940372.0,14795855.0,1172.0,820.0,0.0,718124.0,380637.0,0.0,79327.0,12167583,2523963,7412574,2231046
17502418,446,1491,2022-01-01,PIRATE  BIICHO,PIRATE  BIICHO,RR38,50640911.0,12706794,57983706,7837630,8743,116631,3894363,849427,840325639,16902,3316830,57983706.0,240210.0,0.0,0.0,0.0,2335.0,10843.0,0.0,0.0,1935176,279996,970544,684636
17539883,452,1160,2022-01-01,Dixie  Normous,Dixie  Normous,Hp38,40126455.0,5031588,72002279,29446,1814,23753,2763375,2213200,10228260863,17599,2967714,72002279.0,0.0,20000.0,1000.0,20000.0,2600000.0,1300300.0,0.0,0.0,0,0,0,0
17625084,458,1602,2022-01-01,S i m o   CG,S i m o   CG,RA38,70352120.0,63867787,620096319,15814269,1624527,1682693,28797232,15949066,1972603731,83193,6540270,620096319.0,5314128.0,1943.0,0.0,0.0,245264.0,143055.0,0.0,0.0,10378851,2015109,4912014,3451728
17647992,464,1347,2022-01-01,Laokiror,Laokiror,DK38,35562776.0,30301950,141418470,15190912,2872909,1523890,8774587,1939652,12698695789,37000,6524629,141418470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6906580,2205622,0,4700958
17736681,470,1778,2022-01-01,WomBort,WomBort,RR38,108862749.0,217686229,2923351401,3477156,2538250,4918350,123714339,83038134,6101557848,33174,10510866,2923351401.0,2007060.0,2649.0,0.0,0.0,199545.0,554.0,0.0,0.0,5960674,1873102,4065528,22044
17736708,476,1230,2022-01-01,GangstaMaruDGAF,GangstaMaruDGAF,RR38,90160283.0,83934705,1137164261,915189,1085651,395858,49753365,31784642,3077200317,99055,16208694,1137164261.0,4524750.0,0.0,0.0,0.0,95325.0,178575.0,0.0,29837.0,18488561,2288385,7278248,8921928
17739137,478,2055,2021-12-02,BabyChoda,BabyChoda,#N/A,24856828.0,323190,3358880,52153,22824,448,165429,82336,3474705423,0,2446194,3358880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
17742942,484,1847,2022-01-01,sh3rl0ck,sh3rl0ck,#N/A,84231342.0,65768041,740537219,3688515,1811297,2499178,42920081,14848970,2691249453,53783,6139902,740537219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87554,13766,73788,0
17780812,490,1743,2022-01-01,Traxxxx,Traxxxx,RP38,77854882.0,76553718,702955225,25611578,172878,890766,30364583,19513913,3116386514,66977,7129716,702955225.0,17759992.0,29630.0,6780.0,779.0,347545.0,713097.0,40000000.0,181784.0,5520235,1071581,3311972,1136682
17854556,496,1293,2022-01-01,JOLAN,JOLAN,RA38,76343230.0,72166642,933962126,1939702,505139,609677,45211728,23900396,1280860516,88711,5508385,933962126.0,9681760.0,1.0,0.0,0.0,354562.0,306807.0,0.0,162.0,17314788,4726042,9864278,2724468
17875970,502,1454,2022-01-01,MyBubbles,MyBubbles,RR38,78468556.0,140133089,1718941912,15085691,875481,989343,75343504,47839070,1916726649,123764,8679258,1718941912.0,20441982.0,79560.0,52911.0,103312.0,954114.0,518293.0,15000000.0,21475.0,13958617,3215909,8595938,2146770
18373874,508,1186,2022-01-01,Executioner AF,Executioner AF,RR38,73784785.0,231782967,3018075849,7331969,3147818,7219890,130023154,84060136,17993406347,105430,15469705,3018075849.0,12516421.0,131855.0,27513.0,11506.0,606182.0,316359.0,10000000.0,101875.0,27374703,6841711,12796694,7736298
18401805,509,830,2021-11-22,stoned farm 6,stoned farm 6,F38N,24241485.0,2474112,18269470,995281,64,144,1150275,328348,1276326042,6054,2898587,18269470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
18881145,515,1035,2022-01-01,Apocó,Apoco,Ri38,44812888.0,6527851,83499592,217471,64556,265529,3734103,2246192,6150045610,8578,6099013,83499592.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,136187,9973,39178,87036
19004552,521,1274,2022-01-01,I BlackHeart I,I BlackHeart I,RR38,70008571.0,44598884,608943606,607300,144650,193779,26530537,17122618,1176749872,61743,6578672,608943606.0,18992782.0,7.0,0.0,0.0,455358.0,721960.0,0.0,49169.0,18169547,3127059,10838264,4204224
19025454,527,1583,2022-01-01,Rexy Scarlet,Rexy Scarlet,#N/A,35222350.0,2211939,21155224,43874,159181,38642,1873132,97110,770484205,5180,1067326,21155224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
19036336,533,1820,2022-01-01,ll Taiga ll,ll Taiga ll,RA38,69028005.0,102922640,894191899,27247525,3052650,5923361,47503843,19195261,701142656,71708,12022776,894191899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706631,166083,334910,205638
19435040,539,1773,2022-01-01,Wings Shin,Wings Shin,RR38,72178305.0,193354973,2048143068,29424263,3533287,2904828,112627957,44864638,8250746681,57540,15986935,2048143068.0,62656966.0,180842.0,47796.0,24629.0,3895759.0,1173455.0,8250746681.0,458712.0,28448674,7340722,14388318,6719634
19626853,545,1356,2022-01-01,Legend CöCö,Legend CoCo,RM38,98646611.0,229340959,2289451822,10008092,6471600,18812946,168171120,25877201,10209254744,94570,10668442,2289451822.0,4873610.0,0.0,0.0,0.0,118585.0,184388.0,0.0,31653.0,3425489,392783,811074,2221632
20379195,551,1441,2022-01-01,Moon4lite,Moon4lite,RA38,76894544.0,136059710,1534630123,16847705,2512561,3452230,75251774,37995440,2059616866,127604,7365704,1534630123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12206797,3475711,5958012,2773074
20446496,557,1989,2022-01-01,雨Kuma雨,雨Kuma雨,RK38,60697979.0,78845458,969686451,3105946,1804019,2352021,47562030,24021442,1776161095,95742,8655464,969686451.0,19933944.0,210.0,1.0,4920.0,776394.0,607514.0,0.0,102629.0,13622523,3295101,5855466,4471956
20462120,563,1281,2022-01-01,IamGilbo,IamGilbo,RK38,76775634.0,146315320,1599095843,16494469,4006724,8962633,78509691,38341803,2313900621,120574,7035072,1599095843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000046,2199710,5476958,1323378
